DTYYYYMMDD,CLOSE
10/31/2021,11684000
11/1/2021,11716000
11/2/2021,11684000
11/3/2021,11716000
11/4/2021,11684000
11/6/2021,11975000
11/7/2021,12014000
11/8/2021,12037000
11/9/2021,12146000
11/10/2021,12520000
11/11/2021,12638000
11/13/2021,12771000
11/14/2021,12702000
11/15/2021,12608000
11/16/2021,12550000
11/17/2021,12494000
11/18/2021,12404000
11/20/2021,12361000
11/21/2021,12395000
11/22/2021,12520000
11/23/2021,12358000
11/24/2021,12524000
11/25/2021,12504000
11/27/2021,12534000
11/28/2021,12573000
11/29/2021,12695000
11/30/2021,12511000
12/1/2021,12615000
12/2/2021,12589000
12/4/2021,13005000
12/5/2021,13044000
12/6/2021,13194000
12/7/2021,13169000
12/8/2021,13095000
12/9/2021,13067000
12/11/2021,12977000
12/12/2021,12933000
12/13/2021,12868000
12/14/2021,12979000
12/15/2021,12922000
12/16/2021,12991000
12/18/2021,12852000
12/19/2021,12815000
12/20/2021,12862000
12/21/2021,12972000
12/22/2021,13005000
12/23/2021,13019000
12/25/2021,12862000
12/26/2021,12979000
12/27/2021,12935000
12/28/2021,12873000
12/29/2021,12878000
12/30/2021,12975000
1/1/2022,12928000
1/2/2022,12938000
1/3/2022,12808000
1/4/2022,12668000
1/5/2022,12654000
1/8/2022,12118000
1/9/2022,11737000
1/10/2022,11984000
1/11/2022,12254000
1/12/2022,12109000
1/13/2022,12275000
1/15/2022,11991000
1/16/2022,11977000
1/17/2022,11855000
1/18/2022,11917000
1/19/2022,12100000
1/20/2022,12180000
1/22/2022,12139000
1/23/2022,12349000
1/24/2022,12416000
1/25/2022,12397000
1/26/2022,12381000
1/27/2022,12324000
1/29/2022,12250000
1/30/2022,12277000
1/31/2022,12167000
2/1/2022,12169000
2/2/2022,12088000
2/3/2022,12109000
2/5/2022,11716000
2/6/2022,11848000
2/7/2022,11776000
2/8/2022,11555000
2/9/2022,11656000
2/10/2022,11636000
2/12/2022,12037000
2/13/2022,12176000
2/14/2022,12120000
2/16/2022,12035000
2/17/2022,12049000
2/19/2022,11867000
2/20/2022,11730000
2/21/2022,11749000
2/22/2022,11885000
2/23/2022,11908000
2/24/2022,12301000
2/26/2022,12058000
2/27/2022,12021000
2/28/2022,12030000
3/2/2022,11991000
3/3/2022,12000000
3/5/2022,12000000
3/6/2022,11966000
3/7/2022,12086000
3/8/2022,12481000
3/9/2022,12238000
3/10/2022,12178000
3/12/2022,12245000
3/13/2022,12384000
3/14/2022,12301000
3/15/2022,12241000
3/16/2022,12157000
3/17/2022,12291000
3/26/2022,12358000
3/27/2022,12451000
3/28/2022,12448000
3/29/2022,12494000
3/30/2022,12571000
3/31/2022,12578000
4/3/2022,12508000
4/4/2022,12758000
4/5/2022,12940000
4/6/2022,12802000
4/7/2022,12878000
4/9/2022,13030000
4/10/2022,13210000
4/11/2022,13182000
4/12/2022,13242000
4/13/2022,13148000
4/14/2022,13069000
4/16/2022,13159000
4/17/2022,13166000
4/18/2022,13136000
4/19/2022,12993000
4/20/2022,13076000
4/21/2022,13076000
4/24/2022,12910000
4/25/2022,12778000
4/26/2022,12862000
4/27/2022,12924000
4/28/2022,12949000
4/30/2022,12875000
5/1/2022,12965000
5/2/2022,12922000
5/5/2022,13072000
5/7/2022,13122000
5/8/2022,13111000
5/9/2022,13104000
5/10/2022,13185000
5/11/2022,13441000
5/12/2022,13951000
5/14/2022,13626000
5/15/2022,13817000
5/16/2022,13746000
5/17/2022,13600000
5/18/2022,13501000
5/19/2022,13561000
5/22/2022,13797000
5/23/2022,13783000
5/24/2022,13794000
5/25/2022,13801000
5/26/2022,13889000
5/28/2022,13896000
5/29/2022,14067000
5/30/2022,14217000
5/31/2022,14270000
6/1/2022,14473000
6/2/2022,14304000
6/6/2022,14293000
6/7/2022,14420000
6/8/2022,14429000
6/9/2022,14870000
6/11/2022,14810000
6/12/2022,15082000
6/13/2022,14715000
6/14/2022,14448000
6/15/2022,14274000
6/16/2022,14145000
6/18/2022,14496000
6/19/2022,14270000
6/20/2022,14326000
6/21/2022,14390000
6/22/2022,14434000
6/23/2022,14445000
6/25/2022,14178000
6/26/2022,13935000
6/27/2022,13538000
6/28/2022,13577000
6/29/2022,13843000
6/30/2022,14341000
7/2/2022,14572000
7/3/2022,14235000
7/4/2022,14247000
7/5/2022,13646000
7/6/2022,13720000
7/7/2022,13817000
7/9/2022,13845000
7/11/2022,13919000
7/12/2022,13813000
7/13/2022,13997000
7/14/2022,13810000
7/16/2022,13727000
7/17/2022,13672000
7/19/2022,13494000
7/20/2022,13506000
7/21/2022,13536000
7/23/2022,13554000
7/24/2022,13485000
7/25/2022,13457000
7/26/2022,13538000
7/27/2022,13531000
7/28/2022,13623000
7/30/2022,13776000
7/31/2022,13683000
8/1/2022,13598000
8/2/2022,13665000
8/3/2022,13550000
8/4/2022,13741000
8/6/2022,13636000
8/9/2022,13725000
8/10/2022,13589000
8/11/2022,13732000
8/13/2022,13272000
8/14/2022,13282000
8/15/2022,13005000
8/16/2022,13028000
8/17/2022,12845000
8/18/2022,12751000
8/20/2022,11968000
8/21/2022,12361000
8/22/2022,12337000
8/23/2022,12511000
8/24/2022,12485000
8/25/2022,12845000
8/27/2022,12730000
8/28/2022,12561000
8/29/2022,12647000
8/30/2022,12654000
8/31/2022,12691000
9/1/2022,12564000
9/3/2022,12695000
9/4/2022,12834000
9/5/2022,12730000
9/6/2022,12762000
9/7/2022,12758000
9/8/2022,12827000
9/10/2022,12850000
9/11/2022,12989000
9/12/2022,13259000
9/13/2022,13379000
9/14/2022,13252000
9/15/2022,13224000
9/18/2022,13092000
9/19/2022,13069000
9/20/2022,13065000
9/21/2022,13212000
9/22/2022,13323000
9/24/2022,13109000
9/26/2022,13113000
9/28/2022,13173000
9/29/2022,13298000
10/1/2022,13743000
10/2/2022,13767000
10/3/2022,13928000
10/4/2022,13986000
10/6/2022,13824000
10/8/2022,13755000
10/9/2022,13501000
10/10/2022,13538000
10/11/2022,13598000
10/12/2022,13614000
10/13/2022,13616000
10/15/2022,13457000
10/16/2022,13550000
10/17/2022,13492000
10/18/2022,13450000
10/19/2022,13404000
10/20/2022,13406000
10/22/2022,13543000
10/23/2022,13420000
10/24/2022,13369000
10/25/2022,13483000
10/26/2022,13616000
10/27/2022,13616000
10/29/2022,13473000
10/30/2022,13561000
10/31/2022,13605000
11/1/2022,13748000
11/2/2022,13965000
11/3/2022,13930000
11/5/2022,14621000
11/6/2022,14801000
11/7/2022,14861000
11/8/2022,14745000
11/9/2022,14667000
11/10/2022,14660000
11/12/2022,14815000
11/13/2022,14870000
11/14/2022,15089000
11/15/2022,15205000
11/16/2022,15147000
11/17/2022,14856000
11/19/2022,15018000
11/19/2022,15013000
11/20/2022,14919000
11/21/2022,14916000
11/22/2022,14997000
11/23/2022,14955000
11/24/2022,15034000
11/26/2022,15297000
11/27/2022,15383000
11/28/2022,15286000
11/29/2022,15276000
11/30/2022,15544000
12/1/2022,15773000
12/3/2022,15736000
12/4/2022,15948000
12/5/2022,15807000
12/6/2022,15747000
12/7/2022,15764000
12/8/2022,15934000
12/10/2022,16258000
12/11/2022,16463000
12/12/2022,16724000
12/13/2022,16978000
12/14/2022,16752000
12/14/2022,16902000
12/17/2022,17564000
12/18/2022,17421000
12/19/2022,17664000
12/20/2022,17417000
12/21/2022,17694000
12/22/2022,18001000
12/24/2022,18333000
12/25/2022,18460000
12/26/2022,18783000
12/28/2022,19926000
12/29/2022,19921000
12/29/2022,19153000
12/31/2022,17971000
1/1/2023,18552000
1/2/2023,18497000
1/3/2023,17952000
1/4/2023,18056000
1/5/2023,18049000
1/7/2023,18961000
1/8/2023,18991000
1/9/2023,18846000
1/10/2023,18878000
1/11/2023,18917000
1/12/2023,19086000
1/14/2023,19300000
1/15/2023,19215000
1/16/2023,19418000
1/17/2023,19914000
1/18/2023,20272000
1/19/2023,20335000
1/21/2023,20619000
1/22/2023,20840000
1/23/2023,20838000
1/24/2023,20365000
1/25/2023,20626000
1/26/2023,21175000
1/28/2023,20965000
1/29/2023,21369000
1/30/2023,21127000
1/31/2023,20702000
2/1/2023,21415000
